BFS_NR,GEMEINDE_NAME,Jahr,Gemeindesteuerfuss
4651,Gottlieben,2011,35
4816,Homburg,2011,72
4421,Horn,2011,34
4590,Hüttlingen,2011,54
4666,Kemmental,2011,58
4671,Kreuzlingen,2011,70
4681,Langrickenbach,2011,70
4741,Lommis,2011,49
4941,Märstetten,2011,63
4831,Müllheim,2011,60
4601,Neunforn,2011,48
4441,Salmsach,2011,71
4546,Schlatt,2011,55
4446,Sommeri,2011,64
4606,Stettfurt,2011,52
4611,Thundorf,2011,57
4946,Weinfelden,2011,65
4511,Zihlschlacht-Sitterdorf,2011,55
4401,Arbon,2011,76
4536,Basadingen-Schlattingen,2011,49
4891,Berg,2011,45
4716,Bettwiesen,2011,43
4723,Braunau,2011,52
4724,Eschlikon,2011,50
4656,Güttingen,2011,60
4486,Hauptwil-Gottshaus,2011,69
4811,Herdern,2011,68
4495,Hohentannen,2011,69
4426,Kesswil,2011,50
4501,Kradolf-Schönenberg,2011,60
4683,Lengwil,2011,63
4826,Mammern,2011,40
4691,Münsterlingen,2011,41
4841,Pfyn,2011,73
4751,Rickenbach,2011,46
4431,Roggwil,2011,56
4436,Romanshorn,2011,74
4851,Salenstein,2011,44
4756,Schönholzerswilen,2011,60
4864,Steckborn,2011,69
4696,Tägerwilen,2011,37
4776,Tobel-Tägerschen,2011,50
4791,Wuppenau,2011,63
4641,Altnau,2010,63
4461,Amriswil,2010,65
4401,Arbon,2010,76
4801,Berlingen,2010,57
4901,Birwinken,2010,78
4471,Bischofszell,2010,75
4723,Braunau,2010,56
4911,Bürglen,2010,63
4476,Erlen,2010,65
4646,Ermatingen,2010,40
4806,Eschenz,2010,65
4590,Hüttlingen,2010,54
4821,Hüttwilen,2010,52
4426,Kesswil,2010,50
4741,Lommis,2010,55
4826,Mammern,2010,40
4691,Münsterlingen,2010,38
4841,Pfyn,2010,73
4846,Raperswilen,2010,75
4851,Salenstein,2010,46
4441,Salmsach,2010,76
4546,Schlatt,2010,55
4864,Steckborn,2010,69
4696,Tägerwilen,2010,39
4776,Tobel-Tägerschen,2010,50
4616,Uesslingen-Buch,2010,60
4871,Wagenhausen,2010,54
4946,Weinfelden,2010,67
4786,Wilen,2010,46
4791,Wuppenau,2010,65
4511,Zihlschlacht-Sitterdorf,2010,55
4551,Aadorf,2010,51
4711,Affeltrangen,2010,46
4881,Amlikon-Bissegg,2010,75
4891,Berg,2010,45
4721,Bichelsee-Balterswil,2010,44
4643,Bottighofen,2010,39
4545,Diessenhofen,2010,49
4406,Dozwil,2010,55
4411,Egnach,2010,60
4724,Eschlikon,2010,50
4561,Felben-Wellhausen,2010,60
4726,Fischingen,2010,75
4651,Gottlieben,2010,35
4486,Hauptwil-Gottshaus,2010,72
4416,Hefenhofen,2010,69
4816,Homburg,2010,80
4421,Horn,2010,38
4671,Kreuzlingen,2010,70
4683,Lengwil,2010,63
4941,Märstetten,2010,63
4591,Matzingen,2010,61
4756,Schönholzerswilen,2010,60
4761,Sirnach,2010,48
4446,Sommeri,2010,64
4701,Wäldi,2010,55
4781,Wängi,2010,49
4621,Warth-Weiningen,2010,37
4536,Basadingen-Schlattingen,2010,49
4716,Bettwiesen,2010,43
4921,Bussnang,2010,55
4566,Frauenfeld,2010,66
4571,Gachnang,2010,45
4656,Güttingen,2010,60
4811,Herdern,2010,68
4495,Hohentannen,2010,79
4666,Kemmental,2010,58
4501,Kradolf-Schönenberg,2010,60
4681,Langrickenbach,2010,70
4831,Müllheim,2010,60
4746,Münchwilen,2010,57
4601,Neunforn,2010,48
4751,Rickenbach,2010,46
4431,Roggwil,2010,58
4436,Romanshorn,2010,76
4606,Stettfurt,2010,52
4506,Sulgen,2010,50
4611,Thundorf,2010,60
4451,Uttwil,2010,55
4951,Wigoltingen,2010,68
4881,Amlikon-Bissegg,2009,75
4401,Arbon,2009,76
4721,Bichelsee-Balterswil,2009,44
4911,Bürglen,2009,63
4921,Bussnang,2009,59
4545,Diessenhofen,2009,49
4651,Gottlieben,2009,35
4486,Hauptwil-Gottshaus,2009,79
4421,Horn,2009,38
4821,Hüttwilen,2009,55
4671,Kreuzlingen,2009,70
4683,Lengwil,2009,66
4741,Lommis,2009,65
4826,Mammern,2009,40
4831,Müllheim,2009,63
4746,Münchwilen,2009,57
4601,Neunforn,2009,52
4846,Raperswilen,2009,75
4751,Rickenbach,2009,48
4431,Roggwil,2009,60
4546,Schlatt,2009,55
4756,Schönholzerswilen,2009,60
4864,Steckborn,2009,69
4696,Tägerwilen,2009,39
4451,Uttwil,2009,60
4871,Wagenhausen,2009,54
4621,Warth-Weiningen,2009,39
4711,Affeltrangen,2009,51
4461,Amriswil,2009,70
4891,Berg,2009,48
4716,Bettwiesen,2009,48
4471,Bischofszell,2009,75
4643,Bottighofen,2009,39
4476,Erlen,2009,69
4646,Ermatingen,2009,45
4724,Eschlikon,2009,50
4561,Felben-Wellhausen,2009,60
4566,Frauenfeld,2009,66
4416,Hefenhofen,2009,69
4495,Hohentannen,2009,79
4816,Homburg,2009,80
4501,Kradolf-Schönenberg,2009,63
4681,Langrickenbach,2009,75
4941,Märstetten,2009,63
4691,Münsterlingen,2009,41
4841,Pfyn,2009,73
4436,Romanshorn,2009,76
4851,Salenstein,2009,46
4761,Sirnach,2009,48
4446,Sommeri,2009,69
4611,Thundorf,2009,60
4776,Tobel-Tägerschen,2009,53
4616,Uesslingen-Buch,2009,65
4701,Wäldi,2009,60
4781,Wängi,2009,49
4946,Weinfelden,2009,70
4951,Wigoltingen,2009,68
4786,Wilen,2009,50
4791,Wuppenau,2009,69
4511,Zihlschlacht-Sitterdorf,2009,55
4551,Aadorf,2009,53
4641,Altnau,2009,70
4536,Basadingen-Schlattingen,2009,49
4801,Berlingen,2009,63
4901,Birwinken,2009,80
4723,Braunau,2009,59
4406,Dozwil,2009,59
4411,Egnach,2009,62
4806,Eschenz,2009,65
4726,Fischingen,2009,80
4571,Gachnang,2009,45
4656,Güttingen,2009,60
4811,Herdern,2009,70
4590,Hüttlingen,2009,57
4666,Kemmental,2009,65
4426,Kesswil,2009,50
4591,Matzingen,2009,65
4441,Salmsach,2009,76
4606,Stettfurt,2009,52
4506,Sulgen,2009,56
4711,Affeltrangen,2008,51
4881,Amlikon-Bissegg,2008,75
4461,Amriswil,2008,70
4536,Basadingen-Schlattingen,2008,57
4801,Berlingen,2008,68
4716,Bettwiesen,2008,48
4721,Bichelsee-Balterswil,2008,44
4901,Birwinken,2008,85
4545,Diessenhofen,2008,49
4406,Dozwil,2008,65
4411,Egnach,2008,65
4724,Eschlikon,2008,50
4726,Fischingen,2008,80
4651,Gottlieben,2008,35
4656,Güttingen,2008,60
4495,Hohentannen,2008,85
4421,Horn,2008,38
4590,Hüttlingen,2008,60
4426,Kesswil,2008,58
4681,Langrickenbach,2008,75
4683,Lengwil,2008,69
4831,Müllheim,2008,67
4691,Münsterlingen,2008,46
4431,Roggwil,2008,60
4436,Romanshorn,2008,76
4851,Salenstein,2008,46
4756,Schönholzerswilen,2008,60
4761,Sirnach,2008,50
4506,Sulgen,2008,56
4611,Thundorf,2008,65
4781,Wängi,2008,49
4643,Bottighofen,2008,39
4723,Braunau,2008,65
4911,Bürglen,2008,63
4806,Eschenz,2008,65
4566,Frauenfeld,2008,68
4821,Hüttwilen,2008,55
4666,Kemmental,2008,70
4741,Lommis,2008,65
4826,Mammern,2008,40
4941,Märstetten,2008,63
4591,Matzingen,2008,65
4846,Raperswilen,2008,75
4751,Rickenbach,2008,48
4441,Salmsach,2008,80
4696,Tägerwilen,2008,43
4776,Tobel-Tägerschen,2008,53
4451,Uttwil,2008,60
4951,Wigoltingen,2008,68
4786,Wilen,2008,54
4511,Zihlschlacht-Sitterdorf,2008,70
4551,Aadorf,2008,53
4641,Altnau,2008,70
4401,Arbon,2008,78
4891,Berg,2008,48
4471,Bischofszell,2008,75
4921,Bussnang,2008,65
4476,Erlen,2008,75
4646,Ermatingen,2008,45
4561,Felben-Wellhausen,2008,60
4571,Gachnang,2008,45
4486,Hauptwil-Gottshaus,2008,82
4416,Hefenhofen,2008,69
4811,Herdern,2008,70
4816,Homburg,2008,80
4501,Kradolf-Schönenberg,2008,63
4671,Kreuzlingen,2008,70
4746,Münchwilen,2008,57
4601,Neunforn,2008,52
4841,Pfyn,2008,75
4546,Schlatt,2008,57
4446,Sommeri,2008,71
4864,Steckborn,2008,69
4606,Stettfurt,2008,52
4616,Uesslingen-Buch,2008,65
4871,Wagenhausen,2008,54
4701,Wäldi,2008,65
4621,Warth-Weiningen,2008,41
4946,Weinfelden,2008,70
4791,Wuppenau,2008,75
4551,Aadorf,2007,60
4643,Bottighofen,2007,39
4911,Bürglen,2007,63
4561,Felben-Wellhausen,2007,60
4571,Gachnang,2007,48
4651,Gottlieben,2007,40
4656,Güttingen,2007,65
4811,Herdern,2007,75
4426,Kesswil,2007,58
4826,Mammern,2007,43
4746,Münchwilen,2007,57
4841,Pfyn,2007,75
4436,Romanshorn,2007,78
4851,Salenstein,2007,49
4441,Salmsach,2007,80
4546,Schlatt,2007,60
4606,Stettfurt,2007,55
4506,Sulgen,2007,58
4696,Tägerwilen,2007,43
4616,Uesslingen-Buch,2007,70
4451,Uttwil,2007,65
4871,Wagenhausen,2007,54
4946,Weinfelden,2007,75
4951,Wigoltingen,2007,75
4511,Zihlschlacht-Sitterdorf,2007,75
4711,Affeltrangen,2007,56
4461,Amriswil,2007,76
4401,Arbon,2007,80
4536,Basadingen-Schlattingen,2007,67
4891,Berg,2007,48
4801,Berlingen,2007,75
4716,Bettwiesen,2007,53
4545,Diessenhofen,2007,51
4406,Dozwil,2007,75
4411,Egnach,2007,65
4806,Eschenz,2007,65
4726,Fischingen,2007,85
4416,Hefenhofen,2007,76
4495,Hohentannen,2007,85
4501,Kradolf-Schönenberg,2007,68
4671,Kreuzlingen,2007,70
4741,Lommis,2007,68
4591,Matzingen,2007,65
4691,Münsterlingen,2007,49
4431,Roggwil,2007,60
4611,Thundorf,2007,70
4701,Wäldi,2007,70
4621,Warth-Weiningen,2007,44
4786,Wilen,2007,58
4641,Altnau,2007,70
4881,Amlikon-Bissegg,2007,85
4721,Bichelsee-Balterswil,2007,47
4901,Birwinken,2007,85
4471,Bischofszell,2007,75
4723,Braunau,2007,69
4921,Bussnang,2007,85
4476,Erlen,2007,75
4646,Ermatingen,2007,50
4724,Eschlikon,2007,50
4566,Frauenfeld,2007,68
4486,Hauptwil-Gottshaus,2007,85
4816,Homburg,2007,85
4421,Horn,2007,38
4590,Hüttlingen,2007,60
4821,Hüttwilen,2007,62
4666,Kemmental,2007,80
4681,Langrickenbach,2007,85
4683,Lengwil,2007,72
4941,Märstetten,2007,63
4831,Müllheim,2007,75
4601,Neunforn,2007,57
4846,Raperswilen,2007,80
4751,Rickenbach,2007,48
4756,Schönholzerswilen,2007,70
4761,Sirnach,2007,51
4446,Sommeri,2007,79
4864,Steckborn,2007,74
4776,Tobel-Tägerschen,2007,55
4781,Wängi,2007,52
4791,Wuppenau,2007,85
4711,Affeltrangen,2006,59
4641,Altnau,2006,70
4461,Amriswil,2006,76
4891,Berg,2006,48
4716,Bettwiesen,2006,53
4901,Birwinken,2006,90
4921,Bussnang,2006,85
4406,Dozwil,2006,79
4806,Eschenz,2006,75
4561,Felben-Wellhausen,2006,60
4726,Fischingen,2006,87
4651,Gottlieben,2006,40
4816,Homburg,2006,85
4666,Kemmental,2006,80
4683,Lengwil,2006,75
4601,Neunforn,2006,60
4431,Roggwil,2006,60
4436,Romanshorn,2006,78
4756,Schönholzerswilen,2006,70
4701,Wäldi,2006,75
4951,Wigoltingen,2006,75
4786,Wilen,2006,58
4791,Wuppenau,2006,85
4801,Berlingen,2006,75
4471,Bischofszell,2006,75
4911,Bürglen,2006,63
4646,Ermatingen,2006,50
4656,Güttingen,2006,65
4486,Hauptwil-Gottshaus,2006,85
4811,Herdern,2006,75
4590,Hüttlingen,2006,60
4426,Kesswil,2006,58
4681,Langrickenbach,2006,85
4746,Münchwilen,2006,57
4691,Münsterlingen,2006,51
4841,Pfyn,2006,75
4546,Schlatt,2006,60
4761,Sirnach,2006,52
4446,Sommeri,2006,79
4864,Steckborn,2006,74
4606,Stettfurt,2006,55
4506,Sulgen,2006,60
4611,Thundorf,2006,75
4776,Tobel-Tägerschen,2006,60
4616,Uesslingen-Buch,2006,70
4871,Wagenhausen,2006,57
4621,Warth-Weiningen,2006,49
4946,Weinfelden,2006,75
4551,Aadorf,2006,60
4881,Amlikon-Bissegg,2006,85
4401,Arbon,2006,80
4536,Basadingen-Schlattingen,2006,69
4721,Bichelsee-Balterswil,2006,47
4643,Bottighofen,2006,39
4723,Braunau,2006,75
4545,Diessenhofen,2006,53
4411,Egnach,2006,65
4476,Erlen,2006,70
4724,Eschlikon,2006,50
4566,Frauenfeld,2006,68
4571,Gachnang,2006,48
4416,Hefenhofen,2006,76
4495,Hohentannen,2006,85
4421,Horn,2006,38
4821,Hüttwilen,2006,67
4501,Kradolf-Schönenberg,2006,68
4671,Kreuzlingen,2006,70
4741,Lommis,2006,73
4826,Mammern,2006,43
4941,Märstetten,2006,63
4591,Matzingen,2006,73
4831,Müllheim,2006,72
4846,Raperswilen,2006,90
4751,Rickenbach,2006,48
4851,Salenstein,2006,49
4441,Salmsach,2006,80
4696,Tägerwilen,2006,45
4451,Uttwil,2006,70
4781,Wängi,2006,55
4511,Zihlschlacht-Sitterdorf,2006,75
4551,Aadorf,2005,60
4881,Amlikon-Bissegg,2005,85
4891,Berg,2005,48
4716,Bettwiesen,2005,53
4901,Birwinken,2005,90
4471,Bischofszell,2005,75
4545,Diessenhofen,2005,55
4406,Dozwil,2005,82
4646,Ermatingen,2005,50
4806,Eschenz,2005,75
4724,Eschlikon,2005,60
4486,Hauptwil-Gottshaus,2005,85
4816,Homburg,2005,85
4821,Hüttwilen,2005,67
4666,Kemmental,2005,83
4501,Kradolf-Schönenberg,2005,68
4741,Lommis,2005,76
4691,Münsterlingen,2005,51
4601,Neunforn,2005,65
4751,Rickenbach,2005,50
4851,Salenstein,2005,49
4696,Tägerwilen,2005,47
4776,Tobel-Tägerschen,2005,60
4616,Uesslingen-Buch,2005,70
4451,Uttwil,2005,70
4946,Weinfelden,2005,75
4786,Wilen,2005,58
4511,Zihlschlacht-Sitterdorf,2005,75
4711,Affeltrangen,2005,59
4536,Basadingen-Schlattingen,2005,69
4643,Bottighofen,2005,39
4723,Braunau,2005,75
4921,Bussnang,2005,85
4411,Egnach,2005,65
4476,Erlen,2005,70
4561,Felben-Wellhausen,2005,60
4651,Gottlieben,2005,40
4656,Güttingen,2005,65
4421,Horn,2005,38
4426,Kesswil,2005,60
4671,Kreuzlingen,2005,70
4683,Lengwil,2005,75
4591,Matzingen,2005,73
4746,Münchwilen,2005,57
4841,Pfyn,2005,75
4431,Roggwil,2005,60
4441,Salmsach,2005,80
4546,Schlatt,2005,60
4756,Schönholzerswilen,2005,70
4506,Sulgen,2005,60
4611,Thundorf,2005,75
4701,Wäldi,2005,75
4621,Warth-Weiningen,2005,52
4641,Altnau,2005,70
4461,Amriswil,2005,76
4401,Arbon,2005,80
4801,Berlingen,2005,75
4721,Bichelsee-Balterswil,2005,47
4911,Bürglen,2005,63
4726,Fischingen,2005,87
4566,Frauenfeld,2005,68
4571,Gachnang,2005,50
4416,Hefenhofen,2005,79
4811,Herdern,2005,77
4495,Hohentannen,2005,90
4590,Hüttlingen,2005,60
4681,Langrickenbach,2005,85
4826,Mammern,2005,43
4941,Märstetten,2005,58
4831,Müllheim,2005,75
4846,Raperswilen,2005,80
4436,Romanshorn,2005,78
4761,Sirnach,2005,53
4446,Sommeri,2005,79
4864,Steckborn,2005,74
4606,Stettfurt,2005,57
4871,Wagenhausen,2005,57
4781,Wängi,2005,55
4951,Wigoltingen,2005,75
4791,Wuppenau,2005,85
4881,Amlikon-Bissegg,2004,85
4536,Basadingen-Schlattingen,2004,71
4891,Berg,2004,48
4716,Bettwiesen,2004,47
4406,Dozwil,2004,84
4411,Egnach,2004,65
4646,Ermatingen,2004,50
4726,Fischingen,2004,90
4571,Gachnang,2004,50
4651,Gottlieben,2004,45
4656,Güttingen,2004,65
4501,Kradolf-Schönenberg,2004,68
4683,Lengwil,2004,75
4601,Neunforn,2004,65
4841,Pfyn,2004,78
4751,Rickenbach,2004,50
4756,Schönholzerswilen,2004,80
4506,Sulgen,2004,60
4611,Thundorf,2004,75
4701,Wäldi,2004,75
4781,Wängi,2004,55
4946,Weinfelden,2004,75
4786,Wilen,2004,58
4791,Wuppenau,2004,85
4511,Zihlschlacht-Sitterdorf,2004,77
4401,Arbon,2004,80
4801,Berlingen,2004,80
4901,Birwinken,2004,90
4471,Bischofszell,2004,75
4723,Braunau,2004,75
4806,Eschenz,2004,85
4724,Eschlikon,2004,60
4486,Hauptwil-Gottshaus,2004,85
4590,Hüttlingen,2004,60
4821,Hüttwilen,2004,67
4671,Kreuzlingen,2004,70
4681,Langrickenbach,2004,88
4941,Märstetten,2004,58
4746,Münchwilen,2004,57
4691,Münsterlingen,2004,51
4846,Raperswilen,2004,90
4431,Roggwil,2004,60
4436,Romanshorn,2004,80
4864,Steckborn,2004,76
4696,Tägerwilen,2004,47
4776,Tobel-Tägerschen,2004,60
4616,Uesslingen-Buch,2004,70
4451,Uttwil,2004,63
4621,Warth-Weiningen,2004,52
4951,Wigoltingen,2004,75
4551,Aadorf,2004,64
4711,Affeltrangen,2004,62
4641,Altnau,2004,70
4461,Amriswil,2004,76
4721,Bichelsee-Balterswil,2004,49
4643,Bottighofen,2004,35
4911,Bürglen,2004,63
4921,Bussnang,2004,90
4545,Diessenhofen,2004,55
4476,Erlen,2004,70
4561,Felben-Wellhausen,2004,60
4566,Frauenfeld,2004,68
4416,Hefenhofen,2004,83
4811,Herdern,2004,77
4495,Hohentannen,2004,90
4816,Homburg,2004,85
4421,Horn,2004,38
4666,Kemmental,2004,83
4426,Kesswil,2004,60
4741,Lommis,2004,79
4826,Mammern,2004,48
4591,Matzingen,2004,75
4831,Müllheim,2004,75
4851,Salenstein,2004,49
4441,Salmsach,2004,80
4546,Schlatt,2004,60
4761,Sirnach,2004,56
4446,Sommeri,2004,79
4606,Stettfurt,2004,60
4871,Wagenhausen,2004,60
